C�digo �nico;Nombre del establecimiento;UBIGEO;Direcci�n;C�digo UE;NORTE;ESTE;Capacidad
1469;PUESTO DE SALUD EL OLIVAR;20802;OTROS MZA004 CASERIO EL OLIVAR DISTRITO BUENA VISTA ALTA PROVINCIA CASMA DEPARTAMENTO ANCASH ;1421;-78.1768673;-9.3897873;2156
1470;PUESTO DE SALUD COMANDANTE NOEL;20803;OTROS BARRIO PIURA S/N N�MERO S/N DISTRITO COMANDANTE NOEL PROVINCIA CASMA DEPARTAMENTO ANCASH ;1421;-78.37256258;-9.46343191;2048
1471;PUESTO DE SALUD TORTUGAS;20803;CALLE CALLE CHANQUILLO S/N N�MERO S/N DISTRITO COMANDANTE NOEL PROVINCIA CASMA DEPARTAMENTO ANCASH ;1421;-78.40740485;-9.36569614;2181
1472;CENTRO DE SALUD YAUTAN;20804;AVENIDA AV. CASMA S/N YAUTAN N�MERO S/N DISTRITO YAUTAN PROVINCIA CASMA DEPARTAMENTO ANCASH ;1421;-77.99678631;-9.51195923;2646
1473;PUESTO DE SALUD CACHIPAMPA;20804;AVENIDA AV. JOSE GALVEZ S/N N�MERO S/N DISTRITO YAUTAN PROVINCIA CASMA DEPARTAMENTO ANCASH ;1421;-78.05044862;-9.51616776;3055
1474;PUESTO DE SALUD COCHABAMBA;20102;JIR�N JR. RICARDO PALMA S/N N�MERO S/N DISTRITO COCHABAMBA PROVINCIA HUARAZ DEPARTAMENTO ANCASH ;1421;-77.86168279;-9.49597454;3291
1475;PUESTO DE SALUD CHIPRE;20102;OTROS LOCALIDAD DE CHIPRE DISTRITO COCHABAMBA PROVINCIA HUARAZ DEPARTAMENTO ANCASH ;1421;-77.82617612;-9.49324254;3842
1476;PUESTO DE SALUD PUMA PUCLLANAN;20102;OTROS PUMA PUCLLANAN DISTRITO COCHABAMBA PROVINCIA HUARAZ DEPARTAMENTO ANCASH ;1421;-77.86867863;-9.44962739;2781
1477;COLCABAMBA;20103;JIR�N JR. LA UNION S/N N�MERO S/N DISTRITO COLCABAMBA PROVINCIA HUARAZ DEPARTAMENTO ANCASH ;1421;-77.80912509;-9.59360142;2777
1478;CENTRO DE SALUD PARIACOTO;20110;AVENIDA AV. GONZALES PRADA N�611 DISTRITO PARIACOTO PROVINCIA HUARAZ DEPARTAMENTO ANCASH ;1421;-77.89104101;-9.55940277;2839
1479;PUESTO DE SALUD FORTALEZA;20110;OTROS CACERIO DE FORTALEZA DISTRITO PARIACOTO PROVINCIA HUARAZ DEPARTAMENTO ANCASH ;1421;-77.77061427;-9.51696856;3384
1480;PUESTO DE SALUD CHACCHAN;20110;CARRETERA CARRETERA CENTRAL CASMA HUARAZ KM 70 DISTRITO PARIACOTO PROVINCIA HUARAZ DEPARTAMENTO ANCASH ;1421;-77.77619121;-9.5355412;2495
1481;PUESTO DE SALUD PAMPACANCHA;22007;OTROS PAMPACANCHA S/N N�MERO S/N DISTRITO SHUPLUY PROVINCIA YUNGAY DEPARTAMENTO ANCASH ;1421;-77.96047574;-9.3021381;2379
1482;CENTRO DE SALUD QUILLO;22005;CALLE CALLE PROGRESO S/N QUILLO N�MERO S/N DISTRITO QUILLO PROVINCIA YUNGAY DEPARTAMENTO ANCASH ;1421;-78.0410111;-9.32791209;2835
1483;PUESTO DE SALUD HUACHO;22005;OTROS CENTRO POBLADO HUACHO S/N N�MERO S/N DISTRITO QUILLO PROVINCIA YUNGAY DEPARTAMENTO ANCASH ;1421;-77.9457724;-9.30474948;2418
1484;HUARMEY;21101;PANAMERICANA S/N;1421;-78.15571838;-10.06808931;3921
1485;PUESTO DE SALUD PUERTO HUARMEY;21101;OTROS LOCALIDAD PUERTO HUARMEY DISTRITO HUARMEY PROVINCIA HUARMEY DEPARTAMENTO ANCASH ;1421;-78.16181262;-10.09821629;2957
1486;PUESTO DE SALUD CULEBRAS;21103;AVENIDA AV. CELESTINO ZAPATA S/N N�MERO S/N DISTRITO CULEBRAS PROVINCIA HUARMEY DEPARTAMENTO ANCASH ;1421;-78.22187428;-9.95004783;2002
1487;PUESTO DE SALUD LA VICTORIA;21101;JIR�N JR. ANCASH S/N N�MERO S/N DISTRITO HUARMEY PROVINCIA HUARMEY DEPARTAMENTO ANCASH ;1421;-78.15981442;-10.0554619;2535
1488;PUESTO DE SALUD MOLINO;21103;OTROS MZA B 00085 EL MOLINO DISTRITO CULEBRAS PROVINCIA HUARMEY DEPARTAMENTO ANCASH ;1421;-78.11469075;-9.88182052;2090
1489;PUESTO DE SALUD QUIAN;21103;OTROS LOCALIDAD DE QUIAN DISTRITO CULEBRAS PROVINCIA HUARMEY DEPARTAMENTO ANCASH ;1421;-77.94948745;-9.77374533;2352
1490;PUESTO DE SALUD RAYPA;20104;AVENIDA AV. SAN MIGUEL S/N N�MERO S/N DISTRITO HUANCHAY PROVINCIA HUARAZ DEPARTAMENTO ANCASH ;1421;-77.88136554;-9.74596316;2270
1491;PUESTO DE SALUD HUANCHAY HZ;20104;JIR�N JR. MOSCU S/N N�MERO S/N DISTRITO HUANCHAY PROVINCIA HUARAZ DEPARTAMENTO ANCASH ;1421;-77.82058123;-9.72469324;2533
1492;PUESTO DE SALUD COCHAPETI;21102;OTROS FALDAS DEL CERRO NUNUNCAYOC S/N N�MERO S/N DISTRITO COCHAPETI PROVINCIA HUARMEY DEPARTAMENTO ANCASH ;740;-77.645025;-9.98571833;3561
1493;PUESTO DE SALUD HUAMBA;21101;CARRETERA CARRETERA A AIJA S/N N�MERO S/N DISTRITO HUARMEY PROVINCIA HUARMEY DEPARTAMENTO ANCASH ;1421;-77.85691182;-9.96520013;2838
1494;PUESTO DE SALUD HUAYAN;21104;OTROS LOCALIDAD HUAYAN DISTRITO HUAYAN PROVINCIA HUARMEY DEPARTAMENTO ANCASH ;1421;-77.70783871;-9.87585651;2394
1495;PUESTO DE SALUD MALVAS;21105;OTROS LOCALIDAD MALVAS DISTRITO MALVAS PROVINCIA HUARMEY DEPARTAMENTO ANCASH ;1421;-77.65787793;-9.9262676;3012
1496;PUESTO DE SALUD SAN MIGUEL;21905;OTROS CENTRO POBLADO SAN MIGUEL S/N N�MERO S/N DISTRITO CHINGALPO PROVINCIA SIHUAS DEPARTAMENTO ANCASH ;745;-77.66187628;-8.36307918;3260
1497;PUESTO DE SALUD OCROS;21401;CALLE CALLE/ COMERCIO- OCROS DISTRITO OCROS PROVINCIA OCROS DEPARTAMENTO ANCASH ;740;-77.39904499;-10.40471684;3773
1498;ACAS;21402;CENTRO POBLADO DE ACAS;740;-77.32556462;-10.45670986;2350
1499;CAJAMARQUILLA;21403;JIRON 23 DE OCTUBRE Y JIRON ANCASH;740;-77.19864333;-10.35382;2855
1500;PUESTO DE SALUD ACO DE CARHUAPAMPA;21404;OTROS ANEXO ACO S/N-DISTRITO DE CARHUAPAMPA N�MERO S/N DISTRITO CARHUAPAMPA PROVINCIA OCROS DEPARTAMENTO ANCASH ;740;-77.24415;-10.50204333;2686
1501;PUESTO DE SALUD HUANCHAY;21405;OTROS HUANCHAY SN DISTRITO COCHAS PROVINCIA OCROS DEPARTAMENTO ANCASH ;740;-77.42271833;-10.53384;2008
1502;PUESTO DE SALUD CONGAS;21406;OTROS CONGAS SN DISTRITO CONGAS PROVINCIA OCROS DEPARTAMENTO ANCASH ;740;-77.44004667;-10.33552;3555
1503;LLIPA;21407;JR. VIRGEN DEL CARMEN S/N;740;-77.191855;-10.39156167;2322
1504;PUESTO DE SALUD RAJAN;21408;CARRETERA CARRETERA OCROS � RAJAN S/N N�MERO S/N DISTRITO SAN CRISTOBAL DE RAJAN PROVINCIA OCROS DEPARTAMENTO ANCASH ;740;-77.22067667;-10.38680167;2894
1505;PUESTO DE SALUD SAN PEDRO DE COPA;21409;PLAZA PLAZA DE SAN PEDRO N/S � DISTRITO SAN PEDRO DISTRITO SAN PEDRO PROVINCIA OCROS DEPARTAMENTO ANCASH ;740;-77.48575436;-10.37147324;3326
1506;CHILCAS;21410;CENTRO POBLADO SANTIAGO DE CHILCAS;740;-77.36631274;-10.43743551;3092
1507;PUESTO DE SALUD SOCSI;21601;OTROS COMUNIDAD SOCSI BAJO S/N N�MERO S/N DISTRITO POMABAMBA PROVINCIA POMABAMBA DEPARTAMENTO ANCASH ;745;-77.47282663;-8.80691216;2665
1508;PUESTO DE SALUD CHUYAS;21601;AVENIDA AV.  SANTISIMA TRINIDAD S/N - CENTRO POBLADO CHUYAS N�MERO S/N DISTRITO POMABAMBA PROVINCIA POMABAMBA DEPARTAMENTO ANCASH ;745;-77.48180674;-8.82082724;2449
1509;PUESTO DE SALUD VILCABAMBA;21601;OTROS CHAUPIS  S/N - VILCABAMBA N�MERO S/N DISTRITO POMABAMBA PROVINCIA POMABAMBA DEPARTAMENTO ANCASH ;745;-77.4223158;-8.8276368;2909
1510;PUESTO DE SALUD CONOPA;21601;OTROS CENTRO POBLADO DE CONOPA S/N N�MERO S/N DISTRITO POMABAMBA PROVINCIA POMABAMBA DEPARTAMENTO ANCASH ;745;-77.51697327;-8.79004952;3490
1511;PUESTO DE SALUD JANCAPAMPA;21601;OTROS COMUNIDAD CAMPESINA JUAN VELASCO ALVARADO - CENTRO POBLADO DE JANCAPAMPA DISTRITO POMABAMBA PROVINCIA POMABAMBA DEPARTAMENTO ANCASH ;745;-77.52036189;-8.84998151;2785
1512;PUESTO DE SALUD CHOGO;21601;OTROS CENTRO POBLADO DE CHOGO S/N N�MERO S/N DISTRITO POMABAMBA PROVINCIA POMABAMBA DEPARTAMENTO ANCASH ;745;-77.45184947;-8.70521293;2656
1513;PUESTO DE SALUD HUAYLLAN;21602;OTROS BARRIO DE ATOJPAMPA  S/N  - HUAYLLAN N�MERO S/N DISTRITO HUAYLLAN PROVINCIA POMABAMBA DEPARTAMENTO ANCASH ;745;-77.43869315;-8.84999763;3604
1514;PUESTO DE SALUD ACOBAMBA;21602;OTROS CENTRO POBLADO DE ACOBAMBA  S/N N�MERO S/N DISTRITO HUAYLLAN PROVINCIA POMABAMBA DEPARTAMENTO ANCASH ;745;-77.42493459;-8.86342898;2356
1515;PUESTO DE SALUD HUAYCHO;21602;OTROS AV/HUAYCHO KILOMETRO 18 DISTRITO HUAYLLAN PROVINCIA POMABAMBA DEPARTAMENTO ANCASH ;745;-77.40423133;-8.90024699;3965
1516;CENTRO DE SALUD PAROBAMBA VIEJO;21603;JIR�N JR. TUPAC AMARU  S/N - PAROBAMBA N�MERO S/N DISTRITO PAROBAMBA PROVINCIA POMABAMBA DEPARTAMENTO ANCASH ;745;-77.42655666;-8.6969451;2872
1517;PUESTO DE SALUD PAROBAMBA NUEVO;21603;PLAZA PLAZA DE ARMAS  S/N  PAROBAMBA NUEVO N�MERO S/N DISTRITO PAROBAMBA PROVINCIA POMABAMBA DEPARTAMENTO ANCASH ;745;-77.4112463;-8.67952142;2239
1518;PUESTO DE SALUD HUANCHAYLLO;21603;JIR�N JR. MARA�ON S/N CENTRO POBLADO HUANCHAYLLO N�MERO S/N DISTRITO PAROBAMBA PROVINCIA POMABAMBA DEPARTAMENTO ANCASH ;745;-77.33343235;-8.5877444;3693
1519;PUESTO DE SALUD SHUMPILLAN;21603;OTROS CASERIO SHUMPILLAN S/N N�MERO S/N DISTRITO PAROBAMBA PROVINCIA POMABAMBA DEPARTAMENTO ANCASH ;745;-77.32515695;-8.59723218;2069
1520;PUESTO DE SALUD CAJAS;21603;OTROS CENTRO POBLADO DE CAJAS S/N N�MERO S/N DISTRITO PAROBAMBA PROVINCIA POMABAMBA DEPARTAMENTO ANCASH ;745;-77.48189525;-8.62334745;2007
1521;PUESTO DE SALUD CHANGA;21603;OTROS CENTRO POBLADO DE CHANGA S/N N�MERO S/N DISTRITO PAROBAMBA PROVINCIA POMABAMBA DEPARTAMENTO ANCASH ;745;-77.38042829;-8.59202737;2692
1522;PUESTO DE SALUD QUINUABAMBA;21604;OTROS BARRIO  DE COHCATUCOJ  S/N -QUINUABAMBA N�MERO S/N DISTRITO QUINUABAMBA PROVINCIA POMABAMBA DEPARTAMENTO ANCASH ;745;-77.39953969;-8.7006331;2817
1523;YAMIAN;21604;CENTRO POBLADO DE YAMYAM;745;-77.28613905;-8.68712223;3617
1524;CENTRO DE SALUD PISCOBAMBA;21301;PROLONGACI�N PROLONGACION  MARCELINO OCA�A S/N N�MERO S/N DISTRITO PISCOBAMBA PROVINCIA MARISCAL LUZURIAGA DEPARTAMENTO ANCASH ;745;-77.35324609;-8.86597717;3470
1525;PUESTO DE SALUD SOCOSBAMBA;21301;AVENIDA AV. TRINIDAD RODRIGUEZ S/N N�MERO S/N DISTRITO PISCOBAMBA PROVINCIA MARISCAL LUZURIAGA DEPARTAMENTO ANCASH ;745;-77.362922;-8.89188665;3169
1526;PUESTO DE SALUD CASCA;21302;JIR�N JR. HUANDOY S/N N�MERO S/N DISTRITO CASCA PROVINCIA MARISCAL LUZURIAGA DEPARTAMENTO ANCASH ;745;-77.39805931;-8.85614051;3611
1527;PUESTO DE SALUD PAMPACHACRA;21303;AVENIDA AV. PROGRESO S/N - PAMPACHACRA N�MERO S/N DISTRITO ELEAZAR GUZMAN BARRON PROVINCIA MARISCAL LUZURIAGA DEPARTAMENTO ANCASH ;745;-77.2465663;-8.89879237;2196
1528;PUESTO DE SALUD PUMPA;21303;OTROS COMUNIDAD SAN JUAN BAUTISTA DE PUMPA S/N N�MERO S/N DISTRITO ELEAZAR GUZMAN BARRON PROVINCIA MARISCAL LUZURIAGA DEPARTAMENTO ANCASH ;745;-77.2060032;-8.88743849;2675
1529;PUESTO DE SALUD LLAMA;21305;OTROS JE. LOS CLAVELES  S/N - LLAMA N�MERO S/N DISTRITO LLAMA PROVINCIA MARISCAL LUZURIAGA DEPARTAMENTO ANCASH ;745;-77.30110763;-8.91434573;2384
1530;PUESTO DE SALUD LLUMPA;21306;JIR�N JR CENTENARIO S/N - LLUMPA N�MERO S/N DISTRITO LLUMPA PROVINCIA MARISCAL LUZURIAGA DEPARTAMENTO ANCASH ;745;-77.36874997;-8.96051286;2966
1531;PUESTO DE SALUD LUCMA;21307;OTROS CENTRO POBLADO LUCMA DISTRITO LUCMA PROVINCIA MARISCAL LUZURIAGA DEPARTAMENTO ANCASH ;745;-77.4128389;-8.91551321;3411
1532;PUESTO DE SALUD SECCHA;21307;OTROS CENTRO  POBLADO  SECCHA S/N N�MERO S/N DISTRITO LUCMA PROVINCIA MARISCAL LUZURIAGA DEPARTAMENTO ANCASH ;745;-77.44644685;-8.91709666;2074
1533;PUESTO DE SALUD MUSGA;21308;OTROS BARRIO SANTA CLARA S/N - MUSGA N�MERO S/N DISTRITO MUSGA PROVINCIA MARISCAL LUZURIAGA DEPARTAMENTO ANCASH ;745;-77.34321689;-8.90685223;2350
1534;PUESTO DE SALUD SANASHGAN;21304;JIR�N JR. FIDEL OLIVAS ESCUDERO S/N - SANACHGAN N�MERO S/N DISTRITO FIDEL OLIVAS ESCUDERO PROVINCIA MARISCAL LUZURIAGA DEPARTAMENTO ANCASH ;745;-77.27883161;-8.80434354;3243
1535;PUESTO DE SALUD PARCO;21304;PASAJE PJE. SHIRAPATA S/N  - PARCO N�MERO S/N DISTRITO FIDEL OLIVAS ESCUDERO PROVINCIA MARISCAL LUZURIAGA DEPARTAMENTO ANCASH ;745;-77.30533078;-8.7705296;2005
1536;HOSPITAL DE APOYO SIHUAS;21901;JIR�N JR. DANIEL ALCIDES CARRION S/N - AGUASHIRCA-SIHUAS N�MERO S/N DISTRITO SIHUAS PROVINCIA SIHUAS DEPARTAMENTO ANCASH ;745;-77.63220171;-8.55279302;3161
1537;PUESTO DE SALUD RAGASH;21908;JIR�N JR. SIMON BOLIVAR S/N - RAGASH N�MERO S/N DISTRITO RAGASH PROVINCIA SIHUAS DEPARTAMENTO ANCASH ;745;-77.66522333;-8.532645;2534
1538;PUESTO DE SALUD CASHAPAMPA;21904;JIR�N JR. MANUEL A. QUEZADA S/N - CASHAPAMPA N�MERO S/N DISTRITO CASHAPAMPA PROVINCIA SIHUAS DEPARTAMENTO ANCASH ;745;-77.65258333;-8.56097167;3789
1539;PUESTO DE SALUD PASACANCHA;21904;OTROS CENTRO POBLADO PASACANCHA S/N N�MERO S/N DISTRITO CASHAPAMPA PROVINCIA SIHUAS DEPARTAMENTO ANCASH ;745;-77.6555009;-8.59678034;3618
1540;PUESTO DE SALUD ACOBAMBA;21902;AVENIDA AV / 9 DE OCTUBRE S/N  - ACOBAMBA N�MERO S/N DISTRITO ACOBAMBA PROVINCIA SIHUAS DEPARTAMENTO ANCASH ;745;-77.58084869;-8.32570899;2841
1541;PUESTO DE SALUD CHINGALPO;21905;OTROS CENTRO POBLADO CHINGALPO S/N N�MERO S/N DISTRITO CHINGALPO PROVINCIA SIHUAS DEPARTAMENTO ANCASH ;745;-77.59607398;-8.33948661;2119
1542;PUESTO DE SALUD SAN MIGUEL;21105;JIR�N JIRON SAN JUAN S/N N�MERO S/N DISTRITO MALVAS PROVINCIA HUARMEY DEPARTAMENTO ANCASH ;1421;-77.74695361;-9.94515865;3004
1543;CENTRO DE SALUD HUAYLLABAMBA;21906;AVENIDA AV. JOSE CARLOS MAREATEGUI S/N - HUAYLLABAMBA N�MERO S/N DISTRITO HUAYLLABAMBA PROVINCIA SIHUAS DEPARTAMENTO ANCASH ;745;-77.56566463;-8.53598877;3877
1544;PUESTO DE SALUD SANTA CLARA;21906;OTROS AV/BUENOS AIRES S/N - SANTA CLARA N�MERO S/N DISTRITO HUAYLLABAMBA PROVINCIA SIHUAS DEPARTAMENTO ANCASH ;745;-77.48433667;-8.53203;3758
1545;PUESTO DE SALUD PIRPO;21906;OTROS CENTRO POBLADO PIRPO  S/N N�MERO S/N DISTRITO HUAYLLABAMBA PROVINCIA SIHUAS DEPARTAMENTO ANCASH ;745;-77.553595;-8.57182667;3217
1546;PUESTO DE SALUD ULLOLLUCO;21903;OTROS CENTRO POBLADO DE ULLULLUCO S/N N�MERO S/N DISTRITO ALFONSO UGARTE PROVINCIA SIHUAS DEPARTAMENTO ANCASH ;745;-77.42603311;-8.45611209;3076
1547;CENTRO DE SALUD QUICHES;21907;AVENIDA AV. ULISES HIDALGO S/N QUICHES N�MERO S/N DISTRITO QUICHES PROVINCIA SIHUAS DEPARTAMENTO ANCASH ;745;-77.49216395;-8.39520558;3639
1548;PUESTO DE SALUD JOCOSBAMBA;21907;OTROS CENTRO POBLADO JOCOSBAMBA S/N N�MERO S/N DISTRITO QUICHES PROVINCIA SIHUAS DEPARTAMENTO ANCASH ;745;-77.54041329;-8.39147279;3832
1549;PUESTO DE SALUD SAN JUAN CHULLIN;21909;OTROS SAN JUAN DE CHULLIN S/N N�MERO S/N DISTRITO SAN JUAN PROVINCIA SIHUAS DEPARTAMENTO ANCASH ;745;-77.58125778;-8.64653238;3782
1550;PUESTO DE SALUD ANDAYMAYO;21909;OTROS CENTRO POBLADO ANDAYMAYO S/N N�MERO S/N DISTRITO SAN JUAN PROVINCIA SIHUAS DEPARTAMENTO ANCASH ;745;-77.63030333;-8.66170667;3123
1551;PUESTO DE SALUD CHINCHOBAMBA;21909;AVENIDA AV.  SAN ANTONIO S/N N�MERO S/N DISTRITO SAN JUAN PROVINCIA SIHUAS DEPARTAMENTO ANCASH ;745;-77.57320127;-8.6731269;3059
1552;PUESTO DE SALUD SICSIBAMBA;21910;AVENIDA AV.  28 DE JULIO S/N - SICSIBAMBA N�MERO S/N DISTRITO SICSIBAMBA PROVINCIA SIHUAS DEPARTAMENTO ANCASH ;745;-77.57891619;-8.62101869;3800
1553;PUESTO DE SALUD UMBE;21910;OTROS CENTRO POBLADO UMBE DISTRITO SICSIBAMBA PROVINCIA SIHUAS DEPARTAMENTO ANCASH ;745;-77.53485867;-8.62348453;2945
1554;HOSPITAL DE APOYO HUARI;21001;AVENIDA CIRCUNVALACION BAJA S/N HUARI N�MERO S/N DISTRITO HUARI PROVINCIA HUARI DEPARTAMENTO ANCASH ;746;-77.16777014;-9.34198474;2598
1555;PUESTO DE MALLAS;21001;CALLE CALLE PRINCIPAL MALLAS DISTRITO HUARI PROVINCIA HUARI DEPARTAMENTO ANCASH ;746;-77.19524258;-9.4016706;2947
1556;PUESTO DE SALUD COLCAS;21001;CARRETERA CARRETERA CENTRAL S/N COLCAS N�MERO S/N DISTRITO HUARI PROVINCIA HUARI DEPARTAMENTO ANCASH ;746;-77.16875432;-9.32081957;2926
1557;PUESTO DE SALUD YACYA;21001;OTROS CENTRO POBLADO DE YACYA S/N N�MERO S/N DISTRITO HUARI PROVINCIA HUARI DEPARTAMENTO ANCASH ;746;-77.17203629;-9.38011695;2852
1558;PUESTO DE SALUD CAJAY;21003;AVENIDA AV. PEDRO AGUIRRE S/N CAJAY N�MERO S/N DISTRITO CAJAY PROVINCIA HUARI DEPARTAMENTO ANCASH ;746;-77.15819682;-9.32134818;2946
1559;P.S. QUERORACRA;21003;OTROS CENTRO POBLADO QUERORAGRA S/N N�MERO S/N DISTRITO CAJAY PROVINCIA HUARI DEPARTAMENTO ANCASH ;746;-77.07361367;-9.29090827;3694
1560;CENTRO DE SALUD SAN MARCOS;21014;AVENIDA AV. SAN ISIDRO S/N SAN MARCOS N�MERO S/N DISTRITO SAN MARCOS PROVINCIA HUARI DEPARTAMENTO ANCASH ;746;-77.15827296;-9.5279353;2314
1561;PUESTO DE SALUD CARHUAYACO;21014;OTROS CARHUAYOC S/*N - SAN MARCOS DISTRITO SAN MARCOS PROVINCIA HUARI DEPARTAMENTO ANCASH ;746;-77.12291459;-9.52975496;3668
1562;PUESTO DE SALUD SAN PEDRO DE PICHIU;21014;OTROS CENTRO POBLADO PICHIU SAN PEDRO S/N N�MERO S/N DISTRITO SAN MARCOS PROVINCIA HUARI DEPARTAMENTO ANCASH ;746;-77.17660485;-9.6665898;3816
1563;PUESTO DE SALUD CHALHUAYACO;21014;OTROS CHALHUAYACO S/N N�MERO S/N DISTRITO SAN MARCOS PROVINCIA HUARI DEPARTAMENTO ANCASH ;746;-77.17580249;-9.62213369;2675
1564;PUESTO DE SALUD HUANTAR;21008;OTROS HUANTAR S/N - HUANTAR N�MERO S/N DISTRITO HUANTAR PROVINCIA HUARI DEPARTAMENTO ANCASH ;746;-77.17571961;-9.45229248;3994
1565;CENTRO DE SALUD CHAVIN;21004;AVENIDA JULIO C.TELLO S/N N�MERO S/N DISTRITO CHAVIN DE HUANTAR PROVINCIA HUARI DEPARTAMENTO ANCASH ;746;-77.17770317;-9.58596713;3615
1566;PUESTO DE  SALUD MACHAC;21004;OTROS MACHAC S/N N�MERO S/N DISTRITO CHAVIN DE HUANTAR PROVINCIA HUARI DEPARTAMENTO ANCASH ;746;-77.20407818;-9.63850054;2811
1567;PUESTO DE SALUD CHICHUCANCHA;21004;OTROS CENTRO POBLADO CHICHUCANCHA S/N N�MERO S/N DISTRITO CHAVIN DE HUANTAR PROVINCIA HUARI DEPARTAMENTO ANCASH ;746;-77.22972841;-9.57864159;2599
1568;PUESTO DE SALUD SANTA CRUZ DE PICHIU;21015;OTROS CENTRO POBLADO DE HUANCAYOC S/N N�MERO S/N DISTRITO SAN PEDRO DE CHANA PROVINCIA HUARI DEPARTAMENTO ANCASH ;746;-77.01058844;-9.4941124;2258
1569;PUESTO DE SALUD HUARIPAMPA;21014;OTROS HUARIPAMPA BAJO S/N - SAN MARCOS N�MERO S/N DISTRITO SAN MARCOS PROVINCIA HUARI DEPARTAMENTO ANCASH ;746;-77.14666037;-9.5042624;3963
1570;PUESTO DE SALUD CHACPAR;21004;OTROS COMUNIDAD DE CHACPAR S/N N�MERO S/N DISTRITO CHAVIN DE HUANTAR PROVINCIA HUARI DEPARTAMENTO ANCASH ;746;-77.21385761;-9.57670727;3008
1571;PUESTO DE SALUD HUACACHI;21005;JIR�N JR. TUPAC AMARU S/N HUACACHI N�MERO S/N DISTRITO HUACACHI PROVINCIA HUARI DEPARTAMENTO ANCASH ;746;-76.93835721;-9.31458254;3130
1572;PUESTO DE SALUD  HUACHIS;21007;OTROS HUACHIS S/N N�MERO S/N DISTRITO HUACHIS PROVINCIA HUARI DEPARTAMENTO ANCASH ;746;-77.09801362;-9.40590343;2109
1573;PUESTO DE SALUD CHUPAN;21007;OTROS CENTRO POBLADO DE CHUPAN S/N N�MERO S/N DISTRITO HUACHIS PROVINCIA HUARI DEPARTAMENTO ANCASH ;746;-77.05376152;-9.37314352;3619
1574;PUESTO DE SALUD PONTO;21011;JIR�N JR. ALFONSO UGARTE CON MIGUEL GRAU - PONTO DISTRITO PONTO PROVINCIA HUARI DEPARTAMENTO ANCASH ;746;-77.00573668;-9.32607892;3883
1575;PUESTO DE SALUD  SAN MIGUEL DE PONTO;21011;OTROS CENTRO POBLADO SAN MIQUEL DE PONTO S/N N�MERO S/N DISTRITO PONTO PROVINCIA HUARI DEPARTAMENTO ANCASH ;746;-76.97261267;-9.31261701;2880
1576;PUESTO DE SALUD YUNGUILLA;21012;OTROS CENTRO POBLADO YUNGUILLA DISTRITO RAHUAPAMPA PROVINCIA HUARI DEPARTAMENTO ANCASH ;746;-76.99941423;-9.27523641;2002
1577;CENTRO DE SALUD RAHUAPAMPA;21012;JIR�N JR. CORDOVA S/N RAHUAPAMPA N�MERO S/N DISTRITO RAHUAPAMPA PROVINCIA HUARI DEPARTAMENTO ANCASH ;746;-77.07903375;-9.36005443;2848
1578;PUESTO DE SALUD SAN PEDRO DE CHANA;21015;OTROS SAN PEDRO DE CHANA DISTRITO SAN PEDRO DE CHANA PROVINCIA HUARI DEPARTAMENTO ANCASH ;746;-77.00993013;-9.39880851;3326
1579;PUESTO DE SALUD  UCHUPATA;20302;OTROS BARRIO TUPAC AMARU - LOCALIDAD SAN PEDRO DE UCHUPATA DISTRITO ACZO PROVINCIA ANTONIO RAIMONDI DEPARTAMENTO ANCASH ;746;-77.02699988;-9.2772703;2406
1580;PUESTO DE SALUD MASIN;21009;AVENIDA AV PRIMAVERA N� 320 - MASIN DISTRITO MASIN PROVINCIA HUARI DEPARTAMENTO ANCASH ;746;-77.09914375;-9.36702785;2214
1581;PUESTO DE SALUD HUACCHIS;21006;CALLE TEOFILO ATENCIA S/N - HUACCHIS N�MERO S/N DISTRITO HUACCHIS PROVINCIA HUARI DEPARTAMENTO ANCASH ;746;-76.78759809;-9.20155426;3162
1582;PUESTO DE SALUD ANRA;21002;CALLE JULIO C. TELLO S/N - ANRA N�MERO S/N DISTRITO ANRA PROVINCIA HUARI DEPARTAMENTO ANCASH ;746;-76.9284601;-9.23001945;3763
1583;PUESTO DE SALUD PAUCAS;21010;AVENIDA JOSE CARLOS MARIATEGUI S/N - PAUCAS N�MERO S/N DISTRITO PAUCAS PROVINCIA HUARI DEPARTAMENTO ANCASH ;746;-76.90108508;-9.15234103;2596
1584;PUESTO DE SALUD VISCAS;21010;OTROS BARRIO YAURISH - CENTRO POBLADO VISCAS DISTRITO PAUCAS PROVINCIA HUARI DEPARTAMENTO ANCASH ;746;-76.84029602;-9.14658938;2277
1585;PUESTO DE SALUD RAPAYAN;21013;JIR�N GUADALUPE  S/N - RAPAYAN N�MERO S/N DISTRITO RAPAYAN PROVINCIA HUARI DEPARTAMENTO ANCASH ;746;-76.76282336;-9.20449399;3646
1586;PUESTO DE SALUD UCO;21016;JIR�N SALAVERRY S/N - UCO N�MERO S/N DISTRITO UCO PROVINCIA HUARI DEPARTAMENTO ANCASH ;746;-76.93040157;-9.18705614;2143
1587;CENTRO DE SALUD LLAMELLIN;20301;OTROS BARRIO DE GARRAPAMPA S/N N�MERO S/N DISTRITO LLAMELLIN PROVINCIA ANTONIO RAIMONDI DEPARTAMENTO ANCASH ;746;-77.01617315;-9.10799941;3746
